# ===== Aggregated and Sorted Prefixes =====
# Overall unique blocked IPs -> IPv4: 37,857,536 ; IPv6: 0
# Total output prefixes: 2623
#
38.211.80.0/20  
81.92.200.0/22  
# --- ISP: 16 COLLYER QUAY # 18-29 INCOME AT RAFFLES | prefixes: 1 | IPv4 addrs: 1,024 | IPv6 addrs: 0 ---
101.33.12.0/22       # 16 COLLYER QUAY # 18-29 INCOME AT RAFFLES
154.217.32.0/22      # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
154.217.44.0/22      # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
154.217.48.0/21      # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
154.217.56.0/23      # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
154.217.64.0/21      # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
154.217.72.0/23      # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
154.217.82.0/23      # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
154.217.84.0/22      # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
154.217.90.0/23      # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
154.217.94.0/23      # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
154.217.96.0/19      # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
154.217.128.0/19     # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
154.217.160.0/20     # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
154.217.224.0/21     # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
154.217.232.0/23     # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
154.220.128.0/18     # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
154.223.144.0/20     # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
156.226.8.0/21       # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
156.226.184.0/21     # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
156.226.192.0/21     # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
156.227.32.0/20      # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
156.227.48.0/22      # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
156.227.56.0/21      # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
156.229.240.0/22     # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
156.230.144.0/21     # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
156.231.184.0/21     # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
156.232.108.0/22     # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
156.232.112.0/20     # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
156.233.4.0/22       # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
156.233.24.0/22      # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
156.233.36.0/22      # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
156.233.76.0/22      # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
156.233.112.0/22     # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
156.233.180.0/22     # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
156.233.184.0/21     # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
156.233.196.0/22     # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
156.235.24.0/22      # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
156.235.32.0/20      # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
156.235.64.0/22      # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
156.237.76.0/22      # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
156.237.80.0/20      # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
156.238.40.0/21      # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
156.238.48.0/21      # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
156.238.172.0/22     # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
156.239.136.0/22     # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
156.241.16.0/20      # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
156.241.60.0/22      # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
156.243.88.0/21      # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
156.243.124.0/22     # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
156.243.176.0/21     # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
156.243.184.0/22     # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
156.246.32.0/19      # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
156.246.96.0/19      # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
156.247.24.0/21      # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
156.248.112.0/20     # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
156.249.84.0/22      # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
156.249.88.0/21      # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
156.249.104.0/21     # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
156.249.116.0/22     # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
156.251.100.0/22     # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
156.251.104.0/21     # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
156.251.112.0/20     # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
156.252.136.0/21     # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
156.252.176.0/20     # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED
156.252.192.0/18     # HOSTROYALE TECHNOLOGIES PRIVATE LIMITED

# --- ISP: HostRoyale Technologies Pvt Ltd | prefixes: 72 | IPv4 addrs: 66,560 | IPv6 addrs: 0 ---
2.56.228.0/22        # HostRoyale Technologies Pvt Ltd
5.180.8.0/22         # HostRoyale Technologies Pvt Ltd
5.180.244.0/22       # HostRoyale Technologies Pvt Ltd
45.10.192.0/21       # HostRoyale Technologies Pvt Ltd
45.65.76.0/22        # HostRoyale Technologies Pvt Ltd
45.83.224.0/22       # HostRoyale Technologies Pvt Ltd
45.91.88.0/22        # HostRoyale Technologies Pvt Ltd
45.95.24.0/22        # HostRoyale Technologies Pvt Ltd
45.95.132.0/22       # HostRoyale Technologies Pvt Ltd
45.114.180.0/22      # HostRoyale Technologies Pvt Ltd
45.131.92.0/22       # HostRoyale Technologies Pvt Ltd
45.131.224.0/22      # HostRoyale Technologies Pvt Ltd
45.134.104.0/22      # HostRoyale Technologies Pvt Ltd
45.138.92.0/22       # HostRoyale Technologies Pvt Ltd
45.138.224.0/22      # HostRoyale Technologies Pvt Ltd
45.139.232.0/22      # HostRoyale Technologies Pvt Ltd
45.144.88.0/22       # HostRoyale Technologies Pvt Ltd
45.145.104.0/22      # HostRoyale Technologies Pvt Ltd
45.148.104.0/22      # HostRoyale Technologies Pvt Ltd
45.149.20.0/22       # HostRoyale Technologies Pvt Ltd
45.149.28.0/22       # HostRoyale Technologies Pvt Ltd
45.150.252.0/22      # HostRoyale Technologies Pvt Ltd
45.156.224.0/22      # HostRoyale Technologies Pvt Ltd
45.158.212.0/22      # HostRoyale Technologies Pvt Ltd
45.159.8.0/22        # HostRoyale Technologies Pvt Ltd
77.83.212.0/22       # HostRoyale Technologies Pvt Ltd
80.65.216.0/22       # HostRoyale Technologies Pvt Ltd
81.21.232.0/22       # HostRoyale Technologies Pvt Ltd
103.3.224.0/22       # HostRoyale Technologies Pvt Ltd
103.24.232.0/22      # HostRoyale Technologies Pvt Ltd
103.53.36.0/22       # HostRoyale Technologies Pvt Ltd
103.66.178.0/23      # HostRoyale Technologies Pvt Ltd
103.69.144.0/22      # HostRoyale Technologies Pvt Ltd
103.75.228.0/22      # HostRoyale Technologies Pvt Ltd
103.81.230.0/23      # HostRoyale Technologies Pvt Ltd
103.84.254.0/23      # HostRoyale Technologies Pvt Ltd
103.85.228.0/22      # HostRoyale Technologies Pvt Ltd
103.102.246.0/23     # HostRoyale Technologies Pvt Ltd
103.104.92.0/22      # HostRoyale Technologies Pvt Ltd
103.110.104.0/22     # HostRoyale Technologies Pvt Ltd
103.113.208.0/22     # HostRoyale Technologies Pvt Ltd
103.114.58.0/23      # HostRoyale Technologies Pvt Ltd
103.117.92.0/22      # HostRoyale Technologies Pvt Ltd
103.117.214.0/23     # HostRoyale Technologies Pvt Ltd
103.142.70.0/23      # HostRoyale Technologies Pvt Ltd
103.148.214.0/23     # HostRoyale Technologies Pvt Ltd
103.151.58.0/23      # HostRoyale Technologies Pvt Ltd
103.198.254.0/23     # HostRoyale Technologies Pvt Ltd
103.204.222.0/23     # HostRoyale Technologies Pvt Ltd
103.221.52.0/22      # HostRoyale Technologies Pvt Ltd
103.225.52.0/22      # HostRoyale Technologies Pvt Ltd
103.241.52.0/22      # HostRoyale Technologies Pvt Ltd
103.251.26.0/23      # HostRoyale Technologies Pvt Ltd
109.196.160.0/22     # HostRoyale Technologies Pvt Ltd
110.44.0.0/22        # HostRoyale Technologies Pvt Ltd
116.206.96.0/22      # HostRoyale Technologies Pvt Ltd
137.59.60.0/22       # HostRoyale Technologies Pvt Ltd
150.107.224.0/23     # HostRoyale Technologies Pvt Ltd
167.160.14.0/24      # HostRoyale Technologies Pvt Ltd
185.28.180.0/22      # HostRoyale Technologies Pvt Ltd
185.135.184.0/22     # HostRoyale Technologies Pvt Ltd
185.147.140.0/22     # HostRoyale Technologies Pvt Ltd
185.152.36.0/22      # HostRoyale Technologies Pvt Ltd
185.152.248.0/22     # HostRoyale Technologies Pvt Ltd
185.160.44.0/22      # HostRoyale Technologies Pvt Ltd
185.202.28.0/22      # HostRoyale Technologies Pvt Ltd
185.202.48.0/22      # HostRoyale Technologies Pvt Ltd
185.209.4.0/22       # HostRoyale Technologies Pvt Ltd
185.214.196.0/22     # HostRoyale Technologies Pvt Ltd
185.217.64.0/22      # HostRoyale Technologies Pvt Ltd
194.48.164.0/22      # HostRoyale Technologies Pvt Ltd
202.37.74.0/24       # HostRoyale Technologies Pvt Ltd

# --- ISP: Hostuj to s.r.o. | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
185.24.11.0/24       # Hostuj to s.r.o.

# --- ISP: Hotsplots GmbH | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
185.238.216.0/24     # Hotsplots GmbH

# --- ISP: Hu Spark | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
23.234.92.0/24       # Hu Spark

# --- ISP: Huize Telecom | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
102.129.173.0/24     # Huize Telecom

# --- ISP: HypeStatus Inc | prefixes: 6 | IPv4 addrs: 14,336 | IPv6 addrs: 0 ---
154.88.44.0/22       # HypeStatus Inc
154.88.48.0/22       # HypeStatus Inc
154.88.60.0/22       # HypeStatus Inc
154.194.216.0/21     # HypeStatus Inc
154.194.244.0/22     # HypeStatus Inc
175.29.64.0/19       # HypeStatus Inc

# --- ISP: HYPESTATUS INC. | prefixes: 2 | IPv4 addrs: 4,096 | IPv6 addrs: 0 ---
38.27.8.0/21         # HYPESTATUS INC.
38.240.136.0/21      # HYPESTATUS INC.

# --- ISP: IAAK Technologies Inc. | prefixes: 1 | IPv4 addrs: 8,192 | IPv6 addrs: 0 ---
192.157.96.0/19      # IAAK Technologies Inc.

# --- ISP: ICUK Computing Services Limited | prefixes: 2 | IPv4 addrs: 1,536 | IPv6 addrs: 0 ---
80.209.188.0/23      # ICUK Computing Services Limited
185.35.148.0/22      # ICUK Computing Services Limited

# --- ISP: Illinois Criminal Justice Information Authority | prefixes: 1 | IPv4 addrs: 65,536 | IPv6 addrs: 0 ---
167.141.0.0/16       # Illinois Criminal Justice Information Authority

# --- ISP: Im2china Company Ltd | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
104.252.159.0/24     # Im2china Company Ltd

# --- ISP: Imad Telecommunication | prefixes: 1 | IPv4 addrs: 8,192 | IPv6 addrs: 0 ---
38.18.160.0/19       # Imad Telecommunication

# --- ISP: Immortal Games | prefixes: 2 | IPv4 addrs: 512 | IPv6 addrs: 0 ---
23.234.67.0/24       # Immortal Games
23.234.117.0/24      # Immortal Games

# --- ISP: iNet Ltd | prefixes: 3 | IPv4 addrs: 1,792 | IPv6 addrs: 0 ---
45.83.8.0/22         # iNet Ltd
91.231.142.0/23      # iNet Ltd
193.135.13.0/24      # iNet Ltd

# --- ISP: Insight Investments LLC | prefixes: 2 | IPv4 addrs: 512 | IPv6 addrs: 0 ---
198.44.131.0/24      # Insight Investments LLC
198.44.133.0/24      # Insight Investments LLC

# --- ISP: Inter Carrier Ltd | prefixes: 1 | IPv4 addrs: 2,048 | IPv6 addrs: 0 ---
82.129.16.0/21       # Inter Carrier Ltd

# --- ISP: Interface Services LLC | prefixes: 2 | IPv4 addrs: 768 | IPv6 addrs: 0 ---
141.98.68.0/23       # Interface Services LLC
141.98.71.0/24       # Interface Services LLC

# --- ISP: InterLIR GmbH | prefixes: 2 | IPv4 addrs: 512 | IPv6 addrs: 0 ---
23.230.223.0/24      # InterLIR GmbH
142.111.168.0/24     # InterLIR GmbH

# --- ISP: International Science and Technology, Inc. | prefixes: 1 | IPv4 addrs: 2,048 | IPv6 addrs: 0 ---
199.127.160.0/21     # International Science and Technology, Inc.

# --- ISP: Internet Security - US LA | prefixes: 3 | IPv4 addrs: 768 | IPv6 addrs: 0 ---
104.250.181.0/24     # Internet Security - US LA
104.250.188.0/24     # Internet Security - US LA
104.250.191.0/24     # Internet Security - US LA

# --- ISP: Internet Security - US TX | prefixes: 2 | IPv4 addrs: 512 | IPv6 addrs: 0 ---
104.250.179.0/24     # Internet Security - US TX
104.250.184.0/24     # Internet Security - US TX

# --- ISP: Internet Technologies LLC | prefixes: 4 | IPv4 addrs: 1,792 | IPv6 addrs: 0 ---
46.8.5.0/24          # Internet Technologies LLC
185.75.132.0/24      # Internet Technologies LLC
188.130.196.0/22     # Internet Technologies LLC
188.130.205.0/24     # Internet Technologies LLC

# --- ISP: Internet Utilities Africa (PTY) LTD | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
102.129.154.0/24     # Internet Utilities Africa (PTY) LTD

# --- ISP: Internet Utilities Europe and Asia Limited | prefixes: 12 | IPv4 addrs: 17,920 | IPv6 addrs: 0 ---
92.112.100.0/22      # Internet Utilities Europe and Asia Limited
92.112.120.0/22      # Internet Utilities Europe and Asia Limited
93.88.144.0/21       # Internet Utilities Europe and Asia Limited
109.238.168.0/21     # Internet Utilities Europe and Asia Limited
140.150.128.0/20     # Internet Utilities Europe and Asia Limited
140.150.144.0/21     # Internet Utilities Europe and Asia Limited
140.150.176.0/21     # Internet Utilities Europe and Asia Limited
140.233.180.0/22     # Internet Utilities Europe and Asia Limited
143.20.108.0/22      # Internet Utilities Europe and Asia Limited
178.253.12.0/23      # Internet Utilities Europe and Asia Limited
185.37.218.0/23      # Internet Utilities Europe and Asia Limited
191.101.126.0/23     # Internet Utilities Europe and Asia Limited

# --- ISP: Internet Utilities NA LLC | prefixes: 34 | IPv4 addrs: 22,272 | IPv6 addrs: 0 ---
50.114.192.0/22      # Internet Utilities NA LLC
50.114.216.0/21      # Internet Utilities NA LLC
50.114.224.0/20      # Internet Utilities NA LLC
50.114.244.0/22      # Internet Utilities NA LLC
64.112.97.0/24       # Internet Utilities NA LLC
64.113.0.0/23        # Internet Utilities NA LLC
66.78.44.0/23        # Internet Utilities NA LLC
74.115.0.0/23        # Internet Utilities NA LLC
74.124.220.0/22      # Internet Utilities NA LLC
139.177.155.0/24     # Internet Utilities NA LLC
140.99.62.0/24       # Internet Utilities NA LLC
140.99.68.0/24       # Internet Utilities NA LLC
140.99.80.0/24       # Internet Utilities NA LLC
140.99.82.0/24       # Internet Utilities NA LLC
140.99.90.0/24       # Internet Utilities NA LLC
140.99.100.0/24      # Internet Utilities NA LLC
140.99.105.0/24      # Internet Utilities NA LLC
140.99.106.0/24      # Internet Utilities NA LLC
140.99.108.0/24      # Internet Utilities NA LLC
140.99.125.0/24      # Internet Utilities NA LLC
140.99.130.0/24      # Internet Utilities NA LLC
140.99.136.0/22      # Internet Utilities NA LLC
140.99.213.0/24      # Internet Utilities NA LLC
140.99.228.0/22      # Internet Utilities NA LLC
140.99.238.0/23      # Internet Utilities NA LLC
140.99.240.0/24      # Internet Utilities NA LLC
140.99.242.0/24      # Internet Utilities NA LLC
140.99.249.0/24      # Internet Utilities NA LLC
140.99.251.0/24      # Internet Utilities NA LLC
140.99.253.0/24      # Internet Utilities NA LLC
157.254.204.0/22     # Internet Utilities NA LLC
157.254.232.0/22     # Internet Utilities NA LLC
169.197.184.0/22     # Internet Utilities NA LLC
174.140.240.0/22     # Internet Utilities NA LLC

# --- ISP: Invermae Solutions SL | prefixes: 1 | IPv4 addrs: 512 | IPv6 addrs: 0 ---
185.240.120.0/23     # Invermae Solutions SL

# --- ISP: IP Resources Trading SRL | prefixes: 3 | IPv4 addrs: 3,072 | IPv6 addrs: 0 ---
45.114.12.0/22       # IP Resources Trading SRL
45.250.64.0/22       # IP Resources Trading SRL
103.53.216.0/22      # IP Resources Trading SRL

# --- ISP: IPPN HOLDINGS LTD | prefixes: 5 | IPv4 addrs: 5,120 | IPv6 addrs: 0 ---
31.12.76.0/22        # IPPN HOLDINGS LTD
103.14.104.0/22      # IPPN HOLDINGS LTD
185.240.128.0/22     # IPPN HOLDINGS LTD
193.32.96.0/22       # IPPN HOLDINGS LTD
194.99.60.0/22       # IPPN HOLDINGS LTD

# --- ISP: IPv4 Superhub Limited | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
103.100.171.0/24     # IPv4 Superhub Limited

# --- ISP: IPXO | prefixes: 3 | IPv4 addrs: 2,560 | IPv6 addrs: 0 ---
103.24.219.0/24      # IPXO
103.54.153.0/24      # IPXO
202.155.72.0/21      # IPXO

# --- ISP: IPXO LLC | prefixes: 4 | IPv4 addrs: 4,352 | IPv6 addrs: 0 ---
50.114.212.0/22      # IPXO LLC
50.114.252.0/22      # IPXO LLC
134.202.88.0/21      # IPXO LLC
141.195.126.0/24     # IPXO LLC

# --- ISP: iSpanks | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
198.44.141.0/24      # iSpanks

# --- ISP: IT Network Key | prefixes: 4 | IPv4 addrs: 5,120 | IPv6 addrs: 0 ---
5.157.152.0/21       # IT Network Key
5.157.196.0/22       # IT Network Key
37.35.48.0/22        # IT Network Key
178.157.68.0/22      # IT Network Key

# --- ISP: ITC | prefixes: 1 | IPv4 addrs: 2,048 | IPv6 addrs: 0 ---
207.45.96.0/21       # ITC

# --- ISP: J2 Lab | prefixes: 3 | IPv4 addrs: 6,144 | IPv6 addrs: 0 ---
38.79.24.0/21        # J2 Lab
38.86.136.0/21       # J2 Lab
38.129.184.0/21      # J2 Lab

# --- ISP: James Emerson | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
23.234.81.0/24       # James Emerson

# --- ISP: Jayson Batbatan | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
23.234.68.0/24       # Jayson Batbatan

# --- ISP: John Alexander Edwards | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
203.34.5.0/24        # John Alexander Edwards

# --- ISP: JOY SERVICES | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
103.108.174.0/24     # JOY SERVICES

# --- ISP: JSC Ukrtelecom | prefixes: 6 | IPv4 addrs: 1,536 | IPv6 addrs: 0 ---
178.92.5.0/24        # JSC Ukrtelecom
178.92.14.0/24       # JSC Ukrtelecom
178.92.20.0/24       # JSC Ukrtelecom
178.92.54.0/24       # JSC Ukrtelecom
178.92.56.0/24       # JSC Ukrtelecom
178.95.226.0/24      # JSC Ukrtelecom

# --- ISP: Jugola INC | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
23.234.116.0/24      # Jugola INC

# --- ISP: Jurgita Jurgaitiene trading as LOCOTORPI | prefixes: 1 | IPv4 addrs: 1,024 | IPv6 addrs: 0 ---
85.209.76.0/22       # Jurgita Jurgaitiene trading as LOCOTORPI

# --- ISP: KAOPU CLOUD HK LIMITED | prefixes: 1 | IPv4 addrs: 8,192 | IPv6 addrs: 0 ---
38.186.160.0/19      # KAOPU CLOUD HK LIMITED

# --- ISP: Kean University | prefixes: 1 | IPv4 addrs: 4,096 | IPv6 addrs: 0 ---
131.125.0.0/20       # Kean University

# --- ISP: keminet.net & iregister.al | prefixes: 2 | IPv4 addrs: 2,048 | IPv6 addrs: 0 ---
103.111.0.0/22       # keminet.net & iregister.al
185.153.124.0/22     # keminet.net & iregister.al

# --- ISP: Khan, Khusroo | prefixes: 2 | IPv4 addrs: 512 | IPv6 addrs: 0 ---
23.234.85.0/24       # Khan, Khusroo
23.234.94.0/24       # Khan, Khusroo

# --- ISP: Koehler Internet Services UG (haftungsbeschraenkt) | prefixes: 3 | IPv4 addrs: 3,072 | IPv6 addrs: 0 ---
85.208.188.0/22      # Koehler Internet Services UG (haftungsbeschraenkt)
185.226.212.0/22     # Koehler Internet Services UG (haftungsbeschraenkt)
194.76.248.0/22      # Koehler Internet Services UG (haftungsbeschraenkt)

# --- ISP: KOREA DATA | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
101.55.23.0/24       # KOREA DATA

# --- ISP: Kramer, Ceilley and Associates | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
162.255.44.0/24      # Kramer, Ceilley and Associates

# --- ISP: Kuroit Limited | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
45.67.86.0/24        # Kuroit Limited

# --- ISP: Kuroit.com | prefixes: 1 | IPv4 addrs: 512 | IPv6 addrs: 0 ---
157.20.104.0/23      # Kuroit.com

# --- ISP: Launchpad Inc | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
104.252.225.0/24     # Launchpad Inc

# --- ISP: Layershift Limited | prefixes: 1 | IPv4 addrs: 512 | IPv6 addrs: 0 ---
103.225.64.0/23      # Layershift Limited

# --- ISP: leased to HostRoyale | prefixes: 1 | IPv4 addrs: 1,024 | IPv6 addrs: 0 ---
185.233.124.0/22     # leased to HostRoyale

# --- ISP: Level 3 Parent, LLC | prefixes: 1 | IPv4 addrs: 512 | IPv6 addrs: 0 ---
8.23.192.0/23        # Level 3 Parent, LLC

# --- ISP: LLC Baxet | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
194.87.71.0/24       # LLC Baxet

# --- ISP: LLC Internet Tehnologii | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
5.44.42.0/24         # LLC Internet Tehnologii

# --- ISP: LogicWeb Inc. | prefixes: 4 | IPv4 addrs: 3,584 | IPv6 addrs: 0 ---
149.57.72.0/22       # LogicWeb Inc.
154.6.32.0/22        # LogicWeb Inc.
154.6.160.0/23       # LogicWeb Inc.
154.6.216.0/22       # LogicWeb Inc.

# --- ISP: Lubinex inc | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
23.234.69.0/24       # Lubinex inc

# --- ISP: Lukasz Sobon trading as SC Media Adam i Lukasz Sobon Sp. J. | prefixes: 1 | IPv4 addrs: 1,024 | IPv6 addrs: 0 ---
188.215.96.0/22      # Lukasz Sobon trading as SC Media Adam i Lukasz Sobon Sp. J.

# --- ISP: Lumina broadband UAB | prefixes: 2 | IPv4 addrs: 512 | IPv6 addrs: 0 ---
178.93.91.0/24       # Lumina broadband UAB
178.93.93.0/24       # Lumina broadband UAB

# --- ISP: Lunanode Hosting Inc. | prefixes: 2 | IPv4 addrs: 6,144 | IPv6 addrs: 0 ---
170.75.160.0/20      # Lunanode Hosting Inc.
172.81.176.0/21      # Lunanode Hosting Inc.

# --- ISP: M247 Customer | prefixes: 1 | IPv4 addrs: 1,024 | IPv6 addrs: 0 ---
77.232.196.0/22      # M247 Customer

# --- ISP: M247 Dallas Customer | prefixes: 1 | IPv4 addrs: 1,024 | IPv6 addrs: 0 ---
31.131.12.0/22       # M247 Dallas Customer

# --- ISP: M247 Europe SRL | prefixes: 16 | IPv4 addrs: 16,384 | IPv6 addrs: 0 ---
38.65.24.0/22        # M247 Europe SRL
38.95.108.0/22       # M247 Europe SRL
38.200.4.0/22        # M247 Europe SRL
38.201.192.0/22      # M247 Europe SRL
38.202.0.0/22        # M247 Europe SRL
38.203.128.0/22      # M247 Europe SRL
38.204.60.0/22       # M247 Europe SRL
38.205.0.0/22        # M247 Europe SRL
38.205.128.0/22      # M247 Europe SRL
38.205.188.0/22      # M247 Europe SRL
38.206.0.0/22        # M247 Europe SRL
38.206.128.0/22      # M247 Europe SRL
89.46.100.0/22       # M247 Europe SRL
185.120.144.0/22     # M247 Europe SRL
185.195.200.0/22     # M247 Europe SRL
185.232.20.0/22      # M247 Europe SRL

# --- ISP: M247 Ltd | prefixes: 15 | IPv4 addrs: 31,744 | IPv6 addrs: 0 ---
77.243.176.0/20      # M247 Ltd
83.143.240.0/21      # M247 Ltd
84.39.112.0/21       # M247 Ltd
89.249.64.0/20       # M247 Ltd
91.102.64.0/21       # M247 Ltd
176.10.80.0/21       # M247 Ltd
185.9.16.0/22        # M247 Ltd
185.93.180.0/22      # M247 Ltd
185.94.188.0/22      # M247 Ltd
185.94.192.0/22      # M247 Ltd
185.104.184.0/22     # M247 Ltd
194.187.248.0/22     # M247 Ltd
195.12.48.0/22       # M247 Ltd
217.64.112.0/20      # M247 Ltd
217.151.96.0/20      # M247 Ltd

# --- ISP: M247 LTD - NewYork Customer | prefixes: 1 | IPv4 addrs: 4,096 | IPv6 addrs: 0 ---
93.120.48.0/20       # M247 LTD - NewYork Customer

# --- ISP: M247 Ltd Amsterdam Customer | prefixes: 1 | IPv4 addrs: 2,048 | IPv6 addrs: 0 ---
176.121.96.0/21      # M247 Ltd Amsterdam Customer

# --- ISP: M247 Ltd Customer | prefixes: 3 | IPv4 addrs: 5,120 | IPv6 addrs: 0 ---
176.111.0.0/21       # M247 Ltd Customer
176.124.176.0/22     # M247 Ltd Customer
178.159.152.0/21     # M247 Ltd Customer

# --- ISP: M247 LTD Frankfurt Customer | prefixes: 1 | IPv4 addrs: 1,024 | IPv6 addrs: 0 ---
185.9.236.0/22       # M247 LTD Frankfurt Customer

# --- ISP: M247 LTD LA Customer | prefixes: 1 | IPv4 addrs: 2,048 | IPv6 addrs: 0 ---
5.157.232.0/21       # M247 LTD LA Customer

# --- ISP: M247 LTD Los Angeles Customer | prefixes: 4 | IPv4 addrs: 5,120 | IPv6 addrs: 0 ---
77.232.204.0/22      # M247 LTD Los Angeles Customer
91.246.188.0/22      # M247 LTD Los Angeles Customer
91.246.196.0/22      # M247 LTD Los Angeles Customer
93.120.64.0/21       # M247 LTD Los Angeles Customer

# --- ISP: M247 Ltd Manchester Customer | prefixes: 1 | IPv4 addrs: 1,024 | IPv6 addrs: 0 ---
176.124.180.0/22     # M247 Ltd Manchester Customer

# --- ISP: M247 LTD Manchester Infrastructure | prefixes: 3 | IPv4 addrs: 4,096 | IPv6 addrs: 0 ---
81.92.204.0/22       # M247 LTD Manchester Infrastructure
89.238.132.0/22      # M247 LTD Manchester Infrastructure
89.238.136.0/21      # M247 LTD Manchester Infrastructure

# --- ISP: M247 Miami Customer | prefixes: 2 | IPv4 addrs: 2,048 | IPv6 addrs: 0 ---
81.161.12.0/22       # M247 Miami Customer
